StartDate,EndDate,Finished,consent,arrival,arrival_TEXT,alt_right_ident,race_1,race_2,race_3,race_4,race_5,race_6,gender,country,ideo_free,ident_free,mis_free,racist_free,sn_1,sn_2,sn_3,sn_4,sn_5,sn_close_1,sn_close_2,sn_close_3,sn_close_4,sn_close_5,sn_moral_1,sn_moral_2,sn_moral_3,sn_moral_4,sn_moral_5,sn_ident_1,sn_ident_2,sn_ident_3,sn_ident_4,sn_ident_5,meta_inversion_1,meta_inversion_2,meta_inversion_3,meta_inversion_4,meta_inversion_5,meta_inversion_6,stop_push,mfq_harm_1,mfq_fair_1,mfq_loyal_1,mfq_authority_1,mfq_purity_1,mfq_filler,mfq_harm_2,mfq_fair_2,mfq_loyal_2,mfq_authority_2,mfq_purity_2,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,dark_triad_m_1,dark_triad_m_2,dark_triad_m_3,dark_triad_m_4,dark_triad_n_1,dark_triad_n_2,dark_triad_n_3,dark_triad_n_4,dark_triad_p_1,dark_triad_p_2,dark_triad_p_3,dark_triad_p_4,rwa_1,rwa_2,rwa_3,rwa_4,rwa_5,rwa_6,motiv_emp_1,motiv_emp_2,motiv_emp_3,motiv_imp_1,motiv_imp_2,motiv_imp_3,motiv_ems_1,motiv_ems_2,motiv_ems_3,motiv_ims_1,motiv_ims_2,motiv_ims_3,behavior_online_name,behavior_offline_name,behavior_online_threat,behavior_offline_threat,behavior_online_harrass,behavior_offline_harrass,behavior_online_statement,behavior_offline_statement,behavior_dox,behavior_meme,blatant_black_1,blatant_black_2,blatant_black_3,blatant_black_4,blatant_black_5,blatant_black_6,blatant_black_7,blatant_black_8,blatant_black_9,blatant_white_1,blatant_white_2,blatant_white_3,blatant_white_4,blatant_white_5,blatant_white_6,blatant_white_7,blatant_white_8,blatant_white_9,ascent_amer,ascent_europe,ascent_arab,ascent_swede,ascent_niger,ascent_russia,ascent_muslim,ascent_mex,ascent_white,ascent_black,ascent_turk,ascent_donald,ascent_hillary,ascent_dem,ascent_rep,ascent_christ,ascent_jew,ascent_feminist,ascent_men,ascent_women,ascent_rep_ref,ascent_dem_ref,ascent_journalist,ascent_govt,vote,trump_satis,trump_ally,country_satis,nat_sit,nat_imp,pers_sit,pers_imp,media_cnn,media_economist,media_nyt,media_fox,media_washpo,media_bbc,media_wsj,media_blaze,media_drudge,media_abc,media_cbs,media_nbc,media_infowars,media_daily_caller,media_breitbart,media_rush,media_buzzfeed,media_msnbc,media_rachel,media_huffpo,media_sean,media_glenn,disc_white,disc_black,disc_muslim,disc_hispanic,disc_men,disc_women,disc_dem,disc_rep,disc_altright,disc_imm,problems_disc_white,problems_disc_black,problems_disc_men,problems_disc_women,problems_corrupt,problems_elite_gap,problems_rich_gap,problems_crime,problems_health,problems_climate,problems_imm,problems_terror,problems_pc,wlm_1,wlm_2,wlm_3,wlm_4,wlm_5,blm_support,blm_harm,blm_divide,police_respect,police_disc,police_racist,alt_right_ident_2
4/10/2017 11:47,4/10/2017 12:41,1,1,0,,1,1,,,,,,0,1,"For me, the alt-right ideology is primarily to bring back America to where it once was. This country needs to revert back to when people respected one another and there were not so many rules and regulations and political correctness. People didn't need all those stupid regulations because they knew right from wrong and acted accordingly. America is supposed to be the land of the free! We are not free anymore.","I don't choose to identify with the movement, it's just who I am and what I believe that places me there.","That we are all racist. For me, race has nothing to do with color but everything to do with a person's attitude. That we all hate government, that is not true at all.","Some are racist, that is very true. Other's could care less about the color of a person's skin but more about that person's morals, how they treat the people around them. There are plenty of white people out there who are destroying America, and plenty of ""brown"" people who make it better.",Tracy,Jerry,Nancy,Bob,Roberta,6,7,7,6,6,7,7,7,7,7,3,7,7,7,2,2,6,2,7,7,7,7,3,3,4,5,2,5,5,3,2,3,2,4,4,4,4,4,3,7,1,2,2,1,7,1,1,3,2,1,1,4,7,7,5,6,7,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,3,4,5,4,5,3,5,5,1,6,6,2,2,2,2,6,5,1,95,95,91,93,93,93,87,93,93,93,94,92,8,95,94,94,95,96,96,95,95,95,92,94,1,5,5,3,2,4,2,4,5,30,2,4,2,20,2,29,27,5,5,5,5,6,33,5,10,2,4,4,4,5,2,4,4,4,2,3,4,2,1,2,6,2,3,3,7,7,7,7,3,4,7,7,7,7,7,7,7,7,1,7,5,7,3,6,1
4/10/2017 12:53,4/10/2017 13:15,1,1,0,,1,1,,,,,,1,1,ensuring that everyone has a good paying job,because I want out country to do well,that we are all a bunch of angry and hateful people,It depends on peoples personal believes,Bob,Tom,Alex,Sam,Katie,7,7,7,7,7,7,7,7,7,4,3,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,1,1,5,1,1,5,5,1,5,9,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,50,50,50,50,50,50,50,50,70,70,70,70,70,70,70,60,60,60,60,60,60,60,3,3,3,3,3,3,3,3,3,3,4,4,4,4,6,7,6,6,6,4,4,4,4,1,1,1,1,1,4,4,4,4,4,4,1
4/10/2017 12:55,4/10/2017 13:26,1,1,1,Some chick named Sybil on Facebook,1,1,,,,,,1,1,"It is an ideology that takes many, highly personal forms as it takes pride in being a movement of free thinkers. Ultimately the uniting belief among us is that we all put America first.",Because I'm sick of the lies and corruption rampant among America's oligarchs.,"We are all nationalists, but we are not all national socialists. I personally claim to be a Hoppean and there many other subgroups like this that fall under the label of Alt-Right. Some like the agorists and an-caps have very live and live ideals with almost no thought race or gender, while others who oftentimes refer to themselves just as nationalists focus almost entirely on race politics. The Alt-Right is anything but a united front with united ideals.","They aren't entirely correct, nor are they technically incorrect.",Scotty,Amanda,Carl,Andrew,Josh,7,7,7,6,7,3,7,5,2,4,1,7,7,1,2,1,7,1,5,7,7,7,3,0,5,1,4,5,5,4,1,5,5,5,7,1,1,7,1,7,1,5,7,5,7,3,1,2,7,6,1,2,1,7,3,2,7,1,1,1,3,8,8,8,1,1,2,3,1,7,5,1,1,1,1,5,5,1,7,1,1,7,7,7,7,1,1,7,7,7,1,7,5,2,7,7,1,57,100,71,92,49,100,70,57,100,49,63,45,0,0,46,100,26,0,100,100,23,68,0,28,1,4,3,3,3,4,3,2,0,11,0,0,0,0,0,3,20,0,0,0,0,40,25,0,0,0,0,0,0,0,2,4,4,2,3,3,4,2,2,2,6,2,3,3,7,7,1,5,2,1,6,7,7,7,7,7,7,7,1,7,7,5,5,6,1
4/10/2017 13:18,4/10/2017 13:39,1,1,0,,1,1,,,,1,,1,1,Logic and Conservatism first. That individuals have the right to do as they wish.,Because most of my views are not represented by mainstream politicians. Even though they are bigger issues than the ones they pretend to care about.,"They the alt-right is all just about being raciest, sexist, homophobic, xenophobic, and only caring about white people.","Uninformed idiots. Just listen/watch/read the news that they want you to watch. Only feeling and not thinking,",Bob,paul,joe,dave,jim,6,6,5,4,3,6,6,6,5,2,6,6,6,5,2,2,5,2,3,5,6,7,0,2,5,1,0,5,0,1,5,4,0,5,7,7,2,1,1,7,6,7,7,6,1,4,4,2,6,1,6,3,1,1,3,4,1,1,1,1,1,1,1,7,7,1,1,1,1,5,5,1,3,1,2,4,5,1,5,5,5,1,2,4,2,7,5,1,5,6,1,2,4,1,7,6,1,100,100,98,100,100,100,55,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,1,6,5,5,3,4,3,5,25,40,25,60,40,70,40,65,70,20,10,5,NA,NA,NA,85,30,1,NA,10,57,70,3,3,3,3,2,4,3,3,2,4,2,2,3,1,7,6,2,2,2,1,6,3,6,7,4,4,7,7,7,5,7,5,1,7,1
4/10/2017 13:25,4/10/2017 13:40,1,1,0,,0,1,,,,,,0,1,I don't know if I understand the alt-right ideology. I am not extreme in anything.,"I am viewing alt-right as being open minded, not extremist. I have lived long enough to know being one extreme or the other is dangerous and counterproductive.",Alt-right misconceptions might include extremist behavior; complete anti-government; everything is wrong with the world?,I might be wary.,Sharon,Erika,Maggie,Francine,Jane,7,5,6,5,6,6,4,7,6,6,4,5,4,3,3,3,4,3,3,4,5,5,4,5,4,4,5,5,5,3,3,2,3,5,4,6,5,6,6,5,3,4,4,4,5,3,3,7,1,1,3,3,4,2,6,7,3,1,3,1,1,1,1,5,6,1,8,5,6,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,6,6,1,1,1,1,6,6,1,91,90,91,91,91,91,91,91,90,91,87,55,88,88,73,88,88,87,89,86,79,87,86,79,2,2,2,4,2,3,2,4,59,60,90,47,82,78,90,NA,NA,78,77,77,NA,NA,NA,NA,NA,64,NA,82,NA,NA,4,2,3,2,5,4,4,4,3,2,4,6,4,6,6,7,6,7,6,5,6,7,5,4,4,4,4,4,6,3,4,6,5,4,0
4/10/2017 13:43,4/10/2017 13:51,1,1,0,,1,1,,,,,,1,1,"People that feel like ""white people"" are being threatened by other races.",Because i have been raised that way. I feel like immigrants and others are taking privileges away from white people.,People think that others that identify as alt-right are racists.,I think that those people are ignorant.,Jim,John,,,,7,7,4,4,4,7,7,4,4,4,4,4,1,1,1,2,4,2,6,6,7,5,2,1,4,4,4,5,5,4,3,3,4,7,7,1,4,1,1,7,1,2,4,7,1,6,2,2,1,1,1,5,5,5,6,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,6,6,5,2,4,3,5,6,1,1,1,3,6,6,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,7,5,4,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,4,2,3,4,3,2,6,3,6,4,3,3,1,6,4,4,6,7,5,7,6,7,6,7,1,7,1,5,4,4,1
4/10/2017 13:43,4/10/2017 13:56,1,1,0,,1,,,1,,,,1,1,The alt-right is the party that try to get rid of old politicians with hidden agendas and try to give people the power back to topple the government.,Because I'm tired of hidden agendas that only care about themselves and forget about the common people.,They think this is about left vs right but it's more about getting rid of the unnecessary people and supporting the nation.,That they don't understand the struggle of people.,John,Fred,Tracy,Jack,Rolan,4,4,3,3,3,2,2,1,2,1,1,1,1,4,2,3,2,3,2,2,2,4,5,5,0,1,1,5,5,2,2,2,1,2,3,3,5,2,2,4,3,3,2,2,2,3,3,5,2,2,3,7,4,4,5,5,4,5,4,5,5,3,6,5,3,5,5,4,4,2,1,1,2,1,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6,4,4,1,2,1,2,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,1
4/10/2017 14:05,4/10/2017 14:24,1,1,0,,1,1,,,,,,1,1,conservative,I am conservative,This is a new made up liberal BS term that really has no application other than to try to denigrate non liberals.,they are typical uniformed leftist commie robots,tim,jim,james,tony,,7,7,7,5,4,7,7,7,5,1,1,1,1,1,1,1,6,2,4,6,6,7,3,2,5,5,3,5,0,4,1,5,5,5,2,4,4,7,1,6,1,5,6,4,6,1,1,6,1,2,1,1,7,6,4,1,6,1,1,1,2,1,2,3,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,2,2,4,5,6,5,4,3,1,2,3,1,3,6,4,4,3,1,100,100,100,100,100,100,100,100,100,100,100,100,9,2,3,100,100,6,100,100,100,100,4,93,1,7,4,3,1,5,1,5,0,38,0,79,0,51,50,93,90,0,0,0,NA,NA,91,100,NA,0,0,0,80,83,2,3,3,4,2,4,3,2,3,4,2,2,4,4,7,7,1,7,6,1,7,7,7,4,4,4,7,4,1,7,7,7,1,7,1
4/10/2017 14:21,4/10/2017 14:25,1,1,0,,0,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2017 14:50,4/10/2017 15:03,1,1,0,,1,1,,,,,,1,1,The White Identity is being attacked by others by means of attacks like affirmative action and political correctness.,Because I don't identify with many other groups.,"That alt-right people are the same as Nazi, KKK, and Skinhead movement.","Is it right to coddle the other races but when it is asked of the whites, we are called racist.",John,Paul,George,Fred,Carl,4,3,3,5,3,2,2,1,6,4,1,1,1,6,1,1,5,1,7,7,7,7,1,3,2,1,3,3,4,2,3,3,5,6,3,4,4,4,5,6,4,2,7,4,3,3,5,4,5,2,3,3,2,4,3,4,4,7,1,1,1,3,7,1,2,2,1,1,1,5,5,5,4,6,5,5,6,6,7,2,4,6,5,7,6,2,2,7,7,6,2,3,3,3,6,6,1,68,71,0,61,2,45,0,0,100,2,26,100,0,17,44,28,42,1,88,39,11,71,2,29,1,6,5,5,2,3,2,3,0,0,0,0,1,0,0,9,2,0,0,2,41,25,5,0,1,0,2,0,11,0,1,5,5,5,1,4,3,3,2,5,7,2,7,3,7,7,7,6,5,3,7,7,6,7,7,7,7,7,2,7,7,4,2,6,1
4/10/2017 15:06,4/10/2017 15:27,1,1,0,,1,1,,,,,,1,1,A movement that rejects modern establishment conservatism in favor of a more anti-establishment right-wing ideology.,Establishment politics haven't been working -- nothing has been getting done. The politicians we have now are incredibly weak.,"That we're racist, or we're conspiracy theorists, or crazy.",They're misinformed. I think it's just the same kind of deflection the left has been using against the right for decades. I don't put much thought into it because it's a non-argument anyway.,Ryan,Nick,Mark,Joey,Cody,7,5,3,6,6,7,4,4,6,6,1,3,2,4,4,2,5,2,5,5,5,7,3,5,5,3,1,5,0,3,3,5,1,3,3,5,4,5,5,6,2,2,2,3,5,5,2,4,2,1,1,6,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,1,3,4,4,2,2,2,3,5,4,1,5,5,1,1,1,1,6,5,1,100,100,88,100,97,82,62,96,100,100,76,100,51,51,94,100,100,50,100,100,18,90,50,37,1,7,6,5,3,5,3,5,0,15,0,80,0,12,85,70,80,4,15,0,15,70,60,50,0,0,0,0,70,50,2,4,4,3,2,4,5,1,1,4,4,4,4,4,6,7,4,6,5,2,7,6,5,4,4,4,6,4,1,7,7,5,2,6,1
4/10/2017 15:15,4/10/2017 15:30,1,1,0,,1,1,,,,,,0,1,A movement that rejects political correctness and wishes we would stay true to our roots,I'm annoyed with all the special privileges people are getting.,"We're racist, sexist and homophobic",We want equality for all races. Not special privileges.,Jesse,Sasha,Will,Erica,Christy,5,4,6,6,5,6,5,5,6,6,5,6,6,6,5,2,6,3,3,5,5,6,1,0,3,3,2,3,1,2,0,2,2,6,6,1,2,2,2,5,5,6,6,6,1,7,5,1,7,2,6,7,6,7,7,3,6,2,3,3,3,2,2,7,6,7,8,8,7,3,2,1,1,1,1,4,1,1,4,2,2,5,5,5,3,4,3,6,2,4,2,1,2,1,5,5,1,100,98,0,22,16,51,4,2,98,2,15,48,0,15,39,1,1,4,48,45,31,2,28,29,1,6,4,6,3,5,3,4,10,12,32,57,17,38,29,14,28,13,40,14,12,16,12,13,0,3,9,2,3,10,3,5,4,4,3,4,3,3,2,4,5,2,4,2,1,1,1,2,2,1,6,6,5,5,6,6,7,6,1,5,1,5,3,5,1
4/10/2017 15:26,4/10/2017 15:37,1,1,0,,1,1,,,,,,1,1,"To assert that ""white"" is a race and we are not a mish mash of different countries we have a history and heritage and it deserves to be celebrated just like everyone else's.","Because I am white, it is my history and heritage",That we are racist or want less for other races.,They are misinformed.,Justin,Tanya,Cindy,Bob,Cliff,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,2,4,2,6,6,4,7,4,4,3,5,2,2,5,5,4,2,3,5,3,3,7,4,5,4,1,1,4,6,4,4,1,3,1,1,1,3,6,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,3,1,2,3,1,7,7,1,1,7,1,7,7,1,100,100,52,100,100,100,52,100,100,74,100,0,100,51,93,100,100,100,100,100,100,33,100,100,5,1,1,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,4,4,4,3,4,3,3,3,4,7,2,7,2,7,2,2,1,2,1,7,7,1,6,7,6,7,7,1,7,1,7,2,7,1
4/10/2017 15:21,4/10/2017 15:42,1,1,0,,1,1,,,,,,1,1,An unwillingness to accept a movement away from traditional American and Puritan values. Yet also an unwillingness to identify with either of the deplorable political parties we have been told to support.,I believe in the goodness and decency of a time when,Followers are unintelligent and ignorant. Followers believe in hate. Followers are racist and misinformed.,"Like any other group, there are portions of the faction that probably are. People arrive at ideologies in different ways and for different reasons. I can only speak for myself when I say that I am alt-right and not racist.",Scott,Jim,Howard,Andy,Michael,6,5,4,2,5,2,2,3,2,2,4,4,3,6,5,4,3,5,3,3,3,2,4,4,2,3,1,5,5,4,5,2,1,2,1,6,6,6,6,5,1,3,4,5,4,1,3,5,2,1,2,6,3,2,5,6,3,2,1,1,1,2,1,3,2,2,7,7,7,1,1,1,1,1,1,1,1,1,1,3,4,3,3,2,2,4,4,1,3,3,4,5,4,5,3,3,1,41,68,54,71,44,30,55,48,45,46,20,34,34,40,41,39,36,43,45,49,68,53,50,59,5,3,2,4,2,3,2,3,40,65,92,40,83,85,75,45,48,57,71,64,43,45,30,35,50,40,40,45,40,40,5,2,2,1,5,2,4,4,4,1,1,5,1,5,5,7,7,4,6,6,4,4,3,1,2,1,1,2,4,2,4,2,6,2,1
4/10/2017 15:27,4/10/2017 15:45,1,1,0,,1,1,,,,,,1,1,Anything that gets America back to the fundamentals that it was originally founded on.,Because political correctness is the most dangerous movement/cause of our lifetime.,That it is synonymous with racism and other horrible things.,"There may be some racists in the movement, but there are also racists in any other movement on earth.",Matt,Joe,Libby,Chris,Tina,5,4,5,5,5,6,5,7,3,3,4,4,6,1,1,3,2,3,4,5,5,4,4,3,2,3,3,5,2,2,1,2,3,5,4,4,3,4,4,3,3,5,4,4,2,3,5,3,3,4,4,5,3,4,3,4,5,1,1,1,1,1,2,8,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,5,2,4,3,3,5,3,4,3,4,4,3,3,4,5,3,4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,5,5,4,3,3,2,3,0,26,22,59,12,24,70,86,34,24,19,7,37,28,51,83,10,0,38,9,21,55,4,4,4,3,4,4,5,3,2,4,3,4,3,3,4,3,4,4,4,2,7,7,7,3,2,2,3,4,1,6,7,7,5,5,1
4/10/2017 15:26,4/10/2017 15:50,1,1,0,,1,1,,,,,,1,1,less gov keeping gov out of my life.,i don't like gov telling me what to do,racist we are not all racist but some are,as above some are but mostly just want to be left alone,dan,jim,sue,jill,,4,5,5,4,1,3,3,3,2,4,6,3,2,2,4,4,2,4,1,2,2,3,3,3,2,1,0,3,5,2,1,1,0,1,1,7,7,4,5,5,1,3,3,2,6,1,1,3,4,1,1,7,1,1,7,6,4,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,2,5,3,1,3,4,4,3,5,4,4,3,3,94,94,93,94,94,94,94,94,94,94,52,38,38,51,52,13,52,92,94,94,93,94,94,81,4,2,2,3,2,2,3,2,49,61,39,0,38,60,62,0,0,49,49,26,0,49,0,0,49,23,0,19,0,0,4,2,2,2,4,2,4,4,2,2,3,4,3,5,6,6,5,4,4,5,5,3,5,1,1,1,1,1,4,3,3,5,5,4,1
4/10/2017 16:04,4/10/2017 16:05,1,1,0,,0,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2017 16:06,4/10/2017 16:07,1,1,0,,0,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2017 16:09,4/10/2017 16:10,1,1,0,,0,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2017 16:11,4/10/2017 16:15,1,1,0,,0,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2017 16:16,4/10/2017 16:17,1,1,0,,0,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2017 16:39,4/10/2017 16:40,1,1,0,,0,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2017 16:16,4/10/2017 16:45,1,1,0,,1,1,,,,,,1,1,The alt-right refers to save white race in United states.,I would like to save white race.,They are racists. They are rude.,I do not take them seriously.,Tom,Sam,Tim,Jerry,John,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,5,4,4,5,5,3,4,4,4,4,4,4,4,4,5,3,4,4,4,5,5,5,5,5,1,1,1,4,4,1,1,5,1,1,1,4,6,4,4,4,5,5,5,5,5,5,5,6,5,6,6,6,6,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,6,6,2,6,2,2,6,6,6,82,69,13,47,50,17,13,50,83,51,52,68,53,47,73,88,56,42,59,53,41,65,51,41,1,5,5,5,3,4,3,3,56,47,53,54,51,51,52,49,42,54,47,54,50,48,46,41,45,54,41,52,43,45,3,3,2,3,3,4,3,4,3,3,4,5,4,4,4,4,6,5,2,4,4,5,4,6,6,6,5,6,4,4,4,4,4,4,1
4/10/2017 16:58,4/10/2017 16:59,1,1,0,,0,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2017 16:54,4/10/2017 17:09,1,1,0,,1,1,,,1,,,0,17,I'd say it's a conservative group who rejects the more mainstream policies of the current right-wing movement.,I am a immigrant who is sick and tired of all the sympathy for illegal immigrants. It is mostly the immigration policies of the alt-right I identify with.,"That they are all uneducated, old white American men.","I find it hypocritical, especially when it is a white liberal telling me I am ""wrong"" for my beliefs, that I have ""internalized my racism"" and I am ""self loathing."" Talk like this is wholly condescending, I am capable of making my own choices, stop telling me how to feel.",Mike,Geruard,Mara,Edel,Wichai,5,5,6,6,5,3,5,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,4,2,4,3,3,2,2,2,1,1,7,7,7,7,5,5,6,4,5,3,4,3,5,2,2,5,4,5,3,4,7,5,1,1,1,1,1,1,1,1,1,7,5,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,1,4,4,1,1,1,1,4,4,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,4,3,5,3,3,3,3,0,NA,29,0,56,74,0,13,0,13,17,11,48,NA,25,0,0,10,0,0,0,7,3,2,2,3,4,3,4,3,3,3,4,4,3,4,6,6,5,5,5,7,7,4,6,4,5,3,6,4,3,5,6,6,5,5,1
4/10/2017 16:55,4/10/2017 17:12,1,1,0,,1,1,,,,,,1,1,"I'd say the alt-right is about freedom of speech, about ""reals over feels"". It's about not having to apologize for things you're not responsible for whether those things are real or imagined.",I'd say it's because most of the other political ideologies are ultimately highly flawed. There's also an element of being fed up with being told how awful western society is by hypocritical people who turn a blind eye to actual injustices and horrors of the world while crying about trivial stuff in the west.,I'd say the biggest one is that we're all racist woman-hating bigots.,"There's three sorts of people that make those claims: The ones who think everyone and everything is racist, and then there's the media who believe them and the people who believe the media.",Tony,Chris,Jason,Ted,Mike,7,5,5,3,3,5,5,7,7,5,1,1,2,1,1,1,7,1,7,5,7,6,3,5,3,3,4,5,4,5,4,3,5,1,1,4,7,7,4,7,1,5,5,1,7,1,1,7,4,1,1,7,4,5,7,6,5,1,1,1,1,1,5,1,1,1,9,9,9,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,1,100,100,78,100,100,100,79,100,100,100,100,100,0,0,100,100,100,0,100,100,100,100,0,0,1,5,3,3,3,4,3,3,0,NA,65,65,0,70,85,51,NA,65,65,65,20,50,50,0,0,0,0,0,0,0,3,3,4,4,2,5,4,2,2,4,5,5,5,2,7,7,2,7,5,5,7,7,7,7,6,4,4,4,1,7,7,6,5,6,1
4/10/2017 17:16,4/10/2017 17:18,1,1,0,,0,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
